"","i","TAZ12","value","year","dailyCapacity","hourlyCapacity","cost"
"144",10,169,2,2045,20000,2160,16258879
"145",10,219,1,2045,20000,2160,16258879
"146",10,262,2,2045,20000,2160,16258879
"147",10,263,2,2045,20000,2160,16258879
"148",10,268,1,2045,20000,2160,16258879
"149",10,277,1,2045,20000,2160,16258879
"150",10,308,3,2045,20000,2160,16258879
"151",10,313,2,2045,20000,2160,16258879
"152",10,327,1,2045,20000,2160,16258879
"153",10,329,1,2045,20000,2160,16258879
"154",10,335,1,2045,20000,2160,16258879
"155",10,346,1,2045,20000,2160,16258879
"156",10,403,4,2045,20000,2160,16258879
"157",10,407,1,2045,20000,2160,16258879
"158",10,414,1,2045,20000,2160,16258879
"159",10,425,1,2045,20000,2160,16258879
"160",10,426,1,2045,20000,2160,16258879
"161",10,429,1,2045,20000,2160,16258879
"162",10,434,2,2045,20000,2160,16258879
"163",10,446,1,2045,20000,2160,16258879
"164",10,448,1,2045,20000,2160,16258879
"165",10,457,1,2045,20000,2160,16258879
"166",10,458,1,2045,20000,2160,16258879
"167",10,459,1,2045,20000,2160,16258879
"168",10,500,1,2045,20000,2160,16258879
"169",10,506,2,2045,20000,2160,16258879
"170",10,534,1,2045,20000,2160,16258879
"171",10,546,1,2045,20000,2160,16258879
"172",10,679,2,2045,20000,2160,16258879
"173",10,705,1,2045,20000,2160,16258879
"174",10,715,1,2045,20000,2160,16258879
"175",10,740,2,2045,20000,2160,16258879
"176",10,742,1,2045,20000,2160,16258879
"177",10,766,1,2045,20000,2160,16258879
"178",10,800,1,2045,20000,2160,16258879
"179",10,801,1,2045,20000,2160,16258879
"180",10,817,1,2045,20000,2160,16258879
"181",10,819,1,2045,20000,2160,16258879
"182",10,829,1,2045,20000,2160,16258879
"183",10,858,2,2045,20000,2160,16258879
"184",10,877,1,2045,20000,2160,16258879
"185",10,895,1,2045,20000,2160,16258879
"186",10,935,1,2045,20000,2160,16258879
"187",10,983,1,2045,20000,2160,16258879
"188",10,1161,1,2045,20000,2160,16258879
"189",10,1210,1,2045,20000,2160,16258879
"190",10,1222,1,2045,20000,2160,16258879
"191",10,1225,1,2045,20000,2160,16258879
"192",10,1227,1,2045,20000,2160,16258879
"193",10,1283,2,2045,20000,2160,16258879
"194",10,1302,2,2045,20000,2160,16258879
"195",10,1314,1,2045,20000,2160,16258879
"196",10,1319,1,2045,20000,2160,16258879
"197",10,1352,1,2045,20000,2160,16258879
"198",10,1365,2,2045,20000,2160,16258879
"199",10,1379,1,2045,20000,2160,16258879
"200",10,1480,1,2045,20000,2160,16258879
"201",10,1513,1,2045,20000,2160,16258879
"202",10,1551,1,2045,20000,2160,16258879
"203",10,1572,1,2045,20000,2160,16258879
"204",10,1576,1,2045,20000,2160,16258879
"205",10,1584,1,2045,20000,2160,16258879
"206",10,1586,1,2045,20000,2160,16258879
"207",10,1634,1,2045,20000,2160,16258879
"208",10,1665,1,2045,20000,2160,16258879
"209",10,1672,2,2045,20000,2160,16258879
"210",10,1686,1,2045,20000,2160,16258879
"211",10,1698,1,2045,20000,2160,16258879
"212",10,1702,1,2045,20000,2160,16258879
"213",10,1734,1,2045,20000,2160,16258879
"214",10,1786,1,2045,20000,2160,16258879
"215",10,1790,1,2045,20000,2160,16258879
"216",10,1796,1,2045,20000,2160,16258879
"217",10,1850,1,2045,20000,2160,16258879
"218",10,1934,1,2045,20000,2160,16258879
"219",10,1944,1,2045,20000,2160,16258879
"220",10,2003,6,2045,20000,2160,16258879
"221",10,2103,1,2045,20000,2160,16258879
"222",10,2112,1,2045,20000,2160,16258879
"223",10,2114,1,2045,20000,2160,16258879
"224",10,2119,1,2045,20000,2160,16258879
"225",10,2121,1,2045,20000,2160,16258879
"226",10,2124,1,2045,20000,2160,16258879
"227",10,2125,1,2045,20000,2160,16258879
"228",10,2127,1,2045,20000,2160,16258879
"229",10,2129,8,2045,20000,2160,16258879
"230",10,2133,1,2045,20000,2160,16258879
"231",10,2138,1,2045,20000,2160,16258879
"232",10,2208,1,2045,20000,2160,16258879
"233",10,2210,2,2045,20000,2160,16258879
"234",10,2212,8,2045,20000,2160,16258879
"235",10,2215,1,2045,20000,2160,16258879
"236",10,2217,1,2045,20000,2160,16258879
"237",10,2222,1,2045,20000,2160,16258879
"238",10,2224,1,2045,20000,2160,16258879
"239",10,2227,1,2045,20000,2160,16258879
"240",10,2230,1,2045,20000,2160,16258879
"241",10,2239,1,2045,20000,2160,16258879
"242",10,2247,1,2045,20000,2160,16258879
"243",10,2252,1,2045,20000,2160,16258879
"244",10,2305,1,2045,20000,2160,16258879
"245",10,2306,1,2045,20000,2160,16258879
"246",10,2310,2,2045,20000,2160,16258879
"247",10,2311,1,2045,20000,2160,16258879
"248",10,2313,2,2045,20000,2160,16258879
"249",10,2315,1,2045,20000,2160,16258879
"250",10,2320,1,2045,20000,2160,16258879
"251",10,2323,1,2045,20000,2160,16258879
"252",10,2324,2,2045,20000,2160,16258879
"253",10,2330,1,2045,20000,2160,16258879
"254",10,2478,2,2045,20000,2160,16258879
"255",10,2489,1,2045,20000,2160,16258879
"256",10,2509,1,2045,20000,2160,16258879
"257",10,2518,1,2045,20000,2160,16258879
"258",10,2525,1,2045,20000,2160,16258879
"259",10,2529,2,2045,20000,2160,16258879
"260",10,2545,1,2045,20000,2160,16258879
"261",10,2566,1,2045,20000,2160,16258879
"262",10,2574,1,2045,20000,2160,16258879
"263",10,2726,1,2045,20000,2160,16258879
"264",10,2784,1,2045,20000,2160,16258879
"265",10,2795,1,2045,20000,2160,16258879
"266",10,2824,10,2045,20000,2160,16258879
"267",10,2828,1,2045,20000,2160,16258879
"268",10,2836,1,2045,20000,2160,16258879
"269",10,2886,1,2045,20000,2160,16258879
"270",10,2893,1,2045,20000,2160,16258879
"271",10,2900,3,2045,20000,2160,16258879
"272",10,2912,1,2045,20000,2160,16258879
"273",10,2916,1,2045,20000,2160,16258879
"274",10,2931,1,2045,20000,2160,16258879
"275",10,2935,1,2045,20000,2160,16258879
"276",10,3101,1,2045,20000,2160,16258879
"277",10,3108,1,2045,20000,2160,16258879
"278",10,3121,1,2045,20000,2160,16258879
"279",10,3137,1,2045,20000,2160,16258879
"280",10,3216,1,2045,20000,2160,16258879
"281",10,3217,1,2045,20000,2160,16258879
"282",10,3400,1,2045,20000,2160,16258879
"283",10,3410,1,2045,20000,2160,16258879
"284",10,3433,1,2045,20000,2160,16258879
"285",10,3437,1,2045,20000,2160,16258879
"286",10,3452,1,2045,20000,2160,16258879
"287",10,3501,1,2045,20000,2160,16258879
"288",10,3601,1,2045,20000,2160,16258879
"289",10,3602,1,2045,20000,2160,16258879
"290",10,3619,1,2045,20000,2160,16258879
"291",10,3627,1,2045,20000,2160,16258879
"292",10,3645,1,2045,20000,2160,16258879
"293",10,3678,1,2045,20000,2160,16258879
"294",10,3681,1,2045,20000,2160,16258879
"295",10,3692,3,2045,20000,2160,16258879
"296",10,3699,1,2045,20000,2160,16258879
"297",10,3725,2,2045,20000,2160,16258879
"298",10,3802,2,2045,20000,2160,16258879
"299",10,3811,3,2045,20000,2160,16258879
"300",10,3987,7,2045,20000,2160,16258879
"301",10,3990,3,2045,20000,2160,16258879
"302",10,4023,4,2045,20000,2160,16258879
"303",10,4177,1,2045,20000,2160,16258879
"304",10,4195,2,2045,20000,2160,16258879
"305",10,4220,1,2045,20000,2160,16258879
"306",10,4277,7,2045,20000,2160,16258879
"307",10,4442,1,2045,20000,2160,16258879
"308",10,4547,5,2045,20000,2160,16258879
"309",10,4578,1,2045,20000,2160,16258879
"310",10,4618,3,2045,20000,2160,16258879
"311",10,4619,1,2045,20000,2160,16258879
"312",10,4622,4,2045,20000,2160,16258879
"313",10,4838,4,2045,20000,2160,16258879
"314",10,4856,1,2045,20000,2160,16258879
"315",10,4900,1,2045,20000,2160,16258879
"316",10,4916,2,2045,20000,2160,16258879
"317",10,5004,1,2045,20000,2160,16258879
"318",10,5050,1,2045,20000,2160,16258879
"319",10,5055,1,2045,20000,2160,16258879
"320",10,5101,14,2045,20000,2160,16258879
"321",10,5110,2,2045,20000,2160,16258879
"322",10,5111,7,2045,20000,2160,16258879
"323",10,5112,12,2045,20000,2160,16258879
"324",10,5113,1,2045,20000,2160,16258879
"325",10,5122,1,2045,20000,2160,16258879
"326",10,5130,1,2045,20000,2160,16258879
"327",10,5134,1,2045,20000,2160,16258879
"328",10,5135,3,2045,20000,2160,16258879
"329",10,5138,6,2045,20000,2160,16258879
"330",10,5139,1,2045,20000,2160,16258879
"331",10,5140,2,2045,20000,2160,16258879
"332",10,5141,2,2045,20000,2160,16258879
"333",10,5142,1,2045,20000,2160,16258879
"334",10,5144,1,2045,20000,2160,16258879
"335",10,5146,1,2045,20000,2160,16258879
"336",10,5147,1,2045,20000,2160,16258879
"337",10,5148,3,2045,20000,2160,16258879
"338",10,5157,1,2045,20000,2160,16258879
"339",10,5158,1,2045,20000,2160,16258879
"340",10,5160,1,2045,20000,2160,16258879
"341",10,5162,2,2045,20000,2160,16258879
"342",10,5183,1,2045,20000,2160,16258879
"343",10,5194,1,2045,20000,2160,16258879
"344",10,5195,31,2045,20000,2160,16258879
"345",10,5199,1,2045,20000,2160,16258879
"346",10,5206,5,2045,20000,2160,16258879
"347",10,5260,1,2045,20000,2160,16258879
"348",10,5273,1,2045,20000,2160,16258879
"349",10,5310,1,2045,20000,2160,16258879
"350",10,5317,1,2045,20000,2160,16258879
"351",10,5334,2,2045,20000,2160,16258879
"352",10,5359,1,2045,20000,2160,16258879
"353",10,5393,1,2045,20000,2160,16258879
"354",10,5409,1,2045,20000,2160,16258879
"355",10,5446,2,2045,20000,2160,16258879
"356",10,5447,1,2045,20000,2160,16258879
"357",10,5464,1,2045,20000,2160,16258879
"358",10,5482,1,2045,20000,2160,16258879
"359",10,5517,2,2045,20000,2160,16258879
"360",10,5518,1,2045,20000,2160,16258879
"361",10,5519,1,2045,20000,2160,16258879
"362",10,5520,1,2045,20000,2160,16258879
"363",10,5523,3,2045,20000,2160,16258879
"364",10,5538,2,2045,20000,2160,16258879
"365",10,5544,1,2045,20000,2160,16258879
"366",10,5560,1,2045,20000,2160,16258879
"367",10,5579,1,2045,20000,2160,16258879
"368",10,5581,1,2045,20000,2160,16258879
"369",10,5586,1,2045,20000,2160,16258879
"370",10,5594,2,2045,20000,2160,16258879
"371",10,5600,1,2045,20000,2160,16258879
"372",10,5601,4,2045,20000,2160,16258879
"373",10,5604,2,2045,20000,2160,16258879
"374",10,5606,1,2045,20000,2160,16258879
"375",10,5608,3,2045,20000,2160,16258879
"376",10,5609,1,2045,20000,2160,16258879
"377",10,5611,1,2045,20000,2160,16258879
"378",10,5614,3,2045,20000,2160,16258879
"379",10,5615,1,2045,20000,2160,16258879
"380",10,5616,1,2045,20000,2160,16258879
"381",10,5621,6,2045,20000,2160,16258879
"382",10,5624,2,2045,20000,2160,16258879
"383",10,5633,1,2045,20000,2160,16258879
"384",10,5634,1,2045,20000,2160,16258879
"385",10,5636,6,2045,20000,2160,16258879
"386",10,5661,1,2045,20000,2160,16258879
"387",10,5665,1,2045,20000,2160,16258879
"388",10,5668,7,2045,20000,2160,16258879
"389",10,5669,5,2045,20000,2160,16258879
"390",10,5670,1,2045,20000,2160,16258879
"391",10,5671,1,2045,20000,2160,16258879
"392",10,5675,1,2045,20000,2160,16258879
"393",10,5680,2,2045,20000,2160,16258879
"394",10,5681,2,2045,20000,2160,16258879
"395",10,5690,1,2045,20000,2160,16258879
"396",10,5692,1,2045,20000,2160,16258879
"397",10,5693,1,2045,20000,2160,16258879
"398",10,5698,1,2045,20000,2160,16258879
"399",10,5706,1,2045,20000,2160,16258879
"400",10,5734,1,2045,20000,2160,16258879
"401",10,5738,1,2045,20000,2160,16258879
"402",10,5770,1,2045,20000,2160,16258879
"403",10,5785,1,2045,20000,2160,16258879
"404",10,5786,1,2045,20000,2160,16258879
"405",10,5800,1,2045,20000,2160,16258879
"406",10,5805,1,2045,20000,2160,16258879
"407",10,5844,4,2045,20000,2160,16258879
"408",10,5878,1,2045,20000,2160,16258879
"409",10,5900,1,2045,20000,2160,16258879
"410",10,5908,1,2045,20000,2160,16258879
"411",10,5921,4,2045,20000,2160,16258879
"412",10,5924,1,2045,20000,2160,16258879
"413",10,5926,1,2045,20000,2160,16258879
"414",10,5930,1,2045,20000,2160,16258879
"415",10,5946,1,2045,20000,2160,16258879
"416",10,6010,1,2045,20000,2160,16258879
"417",10,6012,1,2045,20000,2160,16258879
"418",10,6013,1,2045,20000,2160,16258879
"419",10,6023,1,2045,20000,2160,16258879
"420",10,6024,1,2045,20000,2160,16258879
"421",10,6099,1,2045,20000,2160,16258879
"422",10,6100,1,2045,20000,2160,16258879
"423",10,6101,1,2045,20000,2160,16258879
"424",10,6102,2,2045,20000,2160,16258879
"425",10,6104,1,2045,20000,2160,16258879
"426",10,6105,2,2045,20000,2160,16258879
"427",10,6133,1,2045,20000,2160,16258879
"428",10,6136,1,2045,20000,2160,16258879
"429",10,6201,1,2045,20000,2160,16258879
"430",10,6202,1,2045,20000,2160,16258879
"431",10,6205,1,2045,20000,2160,16258879
"432",10,6237,1,2045,20000,2160,16258879
"433",10,6252,1,2045,20000,2160,16258879
"434",10,6256,1,2045,20000,2160,16258879
"435",10,6264,2,2045,20000,2160,16258879
"436",10,6292,1,2045,20000,2160,16258879
"437",10,6354,1,2045,20000,2160,16258879
"438",10,6518,8,2045,20000,2160,16258879
"439",10,6532,1,2045,20000,2160,16258879
"440",10,6561,1,2045,20000,2160,16258879
"441",10,6566,1,2045,20000,2160,16258879
"442",10,6567,1,2045,20000,2160,16258879
"443",10,6569,1,2045,20000,2160,16258879
"444",10,6577,1,2045,20000,2160,16258879
"445",10,6826,1,2045,20000,2160,16258879
"446",10,6834,1,2045,20000,2160,16258879
"447",10,6836,1,2045,20000,2160,16258879
"448",10,6840,2,2045,20000,2160,16258879
"449",10,6906,1,2045,20000,2160,16258879
